ID,Name JA,Name En,Category JA,States Names,ISO Codes,Region,Latitude,Longitude,Main Image,Main Image Caption EN,UNESCO URL
987,ルーゴのローマの城壁群,Roman Walls of Lugo,文化遺産,Spain,ES,Europe and North America,43.01064079,-7.553069941,https://whc.unesco.org/document/113975,Roman Walls of Lugo (Spain),https://whc.unesco.org/en/list/987
988,ボイ渓谷のカタルーニャ風ロマネスク様式教会群,Catalan Romanesque Churches of the Vall de Boí,文化遺産,Spain,ES,Europe and North America,42.50472222,0.803611111,https://whc.unesco.org/document/113981,Catalan Romanesque Churches of the Vall de Boí,https://whc.unesco.org/en/list/988
989,アタプエルカの古代遺跡,Archaeological Site of Atapuerca,文化遺産,Spain,ES,Europe and North America,42.34972222,-3.515277778,https://whc.unesco.org/document/114007,Archaeological Site of Atapuerca (Spain),https://whc.unesco.org/en/list/989
990,アッシージ、聖フランチェスコ聖堂と関連遺跡群,"Assisi, the Basilica of San Francesco and Other Franciscan Sites",文化遺産,Italy,IT,Europe and North America,43.06616667,12.62244444,https://whc.unesco.org/document/114038,"Basilica Santa Maria degli Angeli. Assisi, the Basilica of San Francesco and Other Franciscan Sites (Italy)",https://whc.unesco.org/en/list/990
993,ゴイアス歴史地区,Historic Centre of the Town of Goiás,文化遺産,Brazil,BR,Latin America and the Caribbean,-15.934231,-50.140164,https://whc.unesco.org/document/114050,Historic Centre of the Town of Goiás,https://whc.unesco.org/en/list/993
994,クルシュー砂州,Curonian Spit,文化遺産,"Lithuania,Russian Federation","LT, RU",Europe and North America,55.27458,20.96239,https://whc.unesco.org/document/122006,"Curonian Spit, Lithuania",https://whc.unesco.org/en/list/994
995,コルドバのイエズス会管区とエスタンシアス,Jesuit Block and Estancias of Córdoba,文化遺産,Argentina,AR,Latin America and the Caribbean,-31.42056,-64.19111,https://whc.unesco.org/document/114054,"Santa Catilina, front view of the group",https://whc.unesco.org/en/list/995
996,ブリュージュ(ブリュッヘ)歴史地区,Historic Centre of Brugge,文化遺産,Belgium,BE,Europe and North America,51.20891,3.22527,https://whc.unesco.org/document/124596,Historic Centre of Brugge (Belgium),https://whc.unesco.org/en/list/996
998,中央アマゾン保全地域群,Central Amazon Conservation Complex,自然遺産,Brazil,BR,Latin America and the Caribbean,-2.333333333,-62.00833333,https://whc.unesco.org/document/114116,The land to the left of the river is the eastern edge of the Jau National Park. The park is the largest forest reserve in South America and covers an area greater than 5.6 million acres.,https://whc.unesco.org/en/list/998
999,パンタナル保全地域,Pantanal Conservation Area,自然遺産,Brazil,BR,Latin America and the Caribbean,-17.656,-57.359,https://whc.unesco.org/document/114118,"Jabiru and chicks in the nest, Pantanal, Brazil
Jabiru d'Amérique avec des poussins dans le nid, Pantanal, Brésil
Jabiru mit Jungvögel, Jungvoegel im Nest, Pantanal, Brasilien
Jabiru mycteria
Ciconiidae
Ciconiiformes",https://whc.unesco.org/en/list/999
1000,ブラジルの大西洋諸島:フェルナンド・デ・ノローニャとロカス環礁保護区群,Brazilian Atlantic Islands: Fernando de Noronha and Atol das Rocas Reserves,自然遺産,Brazil,BR,Latin America and the Caribbean,-3.857944444,-32.42511111,https://whc.unesco.org/document/118987,Brazilian Atlantic Islands: Fernando de Noronha and Atol das Rocas Reserves,https://whc.unesco.org/en/list/1000
1001,青城山(チンチャンシェン)と都江堰(デゥジャンイェン)水利(灌漑)施設,Mount Qingcheng and the Dujiangyan Irrigation System,文化遺産,China,CN,Asia and the Pacific,31.00167,103.60528,https://whc.unesco.org/document/209100,Mount Qingcheng and the Dujiangyan Irrigation System. Dujiangyan Irrigation System-Precious bottle neck.,https://whc.unesco.org/en/list/1001
1002,安徽(エンフィ)南部の古村落-西逓(シーディ)・宏村(ホンツゥン),Ancient Villages in Southern Anhui – Xidi and Hongcun,文化遺産,China,CN,Asia and the Pacific,29.90444444,117.9875,https://whc.unesco.org/document/209092,Ancient Villages in Southern Anhui – Xidi and Hongcun. Hongcun South Lake-South Lake after Snow.,https://whc.unesco.org/en/list/1002
1003,龍門(ロンメン)石窟,Longmen Grottoes,文化遺産,China,CN,Asia and the Pacific,34.46666667,112.4666667,https://whc.unesco.org/document/126378,Longmen Grottoes (China),https://whc.unesco.org/en/list/1003
1004,明(ミン)・清(チン)朝の皇帝陵墓群,Imperial Tombs of the Ming and Qing Dynasties,文化遺産,China,CN,Asia and the Pacific,41.70722222,124.7938889,https://whc.unesco.org/document/209095,Imperial Tombs of the Ming and Qing Dynasties.,https://whc.unesco.org/en/list/1004
1005,建築家ヴィクトール・オルタによる主な邸宅群(ブリュッセル),Major Town Houses of the Architect Victor Horta (Brussels),文化遺産,Belgium,BE,Europe and North America,50.82806,4.36223,https://whc.unesco.org/document/131253,Major Town Houses of the Architect Victor Horta (Brussels),https://whc.unesco.org/en/list/1005
1006,スピエンヌの新石器時代の火打石の鉱山発掘地(モンス),Neolithic Flint Mines at Spiennes (Mons),文化遺産,Belgium,BE,Europe and North America,50.42011348,3.982268911,https://whc.unesco.org/document/114198,Neolithic Flint Mines at Spiennes (Mons),https://whc.unesco.org/en/list/1006
1007,ケープ植物区保護地域群,Cape Floral Region Protected Areas,自然遺産,South Africa,ZA,Africa,-34.35580512,18.47503218,https://whc.unesco.org/document/114241,Cape Floral Region Protected Areas (South Africa),https://whc.unesco.org/en/list/1007
1008,キューバ南東部のコーヒー農園発祥地の景観,Archaeological Landscape of the First Coffee Plantations in the South-East of Cuba,文化遺産,Cuba,CU,Latin America and the Caribbean,20.03,-75.39138889,https://whc.unesco.org/document/126485,Archaeological Landscape of the First Coffee Plantations in the South-East of Cuba (Cuba),https://whc.unesco.org/en/list/1008
1009,トゥルネーのノートル-ダム大聖堂,Notre-Dame Cathedral in Tournai,文化遺産,Belgium,BE,Europe and North America,50.60603,3.38926,https://whc.unesco.org/document/114255,Notre-Dame Cathedral in Tournai (Belgium),https://whc.unesco.org/en/list/1009
1010,フランキンセンスの国土,Land of Frankincense,文化遺産,Oman,OM,Arab States,18.25333,53.64759,https://whc.unesco.org/document/114279,Land of Frankincense (Oman),https://whc.unesco.org/en/list/1010
1011,エチミアツィンの大聖堂と教会群及びズヴァルトノツの古代遺跡,Cathedral and Churches of Echmiatsin and the Archaeological Site of Zvartnots,文化遺産,Armenia,AM,Europe and North America,40.15931,44.29514,https://whc.unesco.org/document/209002,Cathedral and Churches of Echmiatsin and the Archaeological Site of Zvartnots. Saint Hripsime Church.,https://whc.unesco.org/en/list/1011
1012,キナバル自然公園,Kinabalu Park,自然遺産,Malaysia,MY,Asia and the Pacific,6.25,116.5,https://whc.unesco.org/document/114285,Kinabalu Park (Malaysia),https://whc.unesco.org/en/list/1012
1013,グヌン・ムル国立公園,Gunung Mulu National Park,自然遺産,Malaysia,MY,Asia and the Pacific,4.13333,114.91667,https://whc.unesco.org/document/125376,Gunung Mulu National Park,https://whc.unesco.org/en/list/1013
1014,,The Archaeological Heritage of Niah National Park’s Caves Complex,文化遺産,Malaysia,MY,Asia and the Pacific,3.804291667,113.7807667,https://whc.unesco.org/document/198713,The West Mouth of Niah Great Cave,https://whc.unesco.org/en/list/1014
1016,アレキーパ市歴史地区,Historical Centre of the City of Arequipa,文化遺産,Peru,PE,Latin America and the Caribbean,-16.398353,-71.536777,https://whc.unesco.org/document/209575,"Historical Centre of the City of Arequipa - Temple of the Society of Jesus, XVIIth century",https://whc.unesco.org/en/list/1016
1017,中央スリナム自然保護区,Central Suriname Nature Reserve,自然遺産,Suriname,SR,Latin America and the Caribbean,4,-56.5,https://whc.unesco.org/document/114308,Central Suriname Nature Reserve,https://whc.unesco.org/en/list/1017
1018,,Ephesus,文化遺産,Türkiye,TR,Europe and North America,37.92916667,27.35944444,https://whc.unesco.org/document/136286,Great theatre,https://whc.unesco.org/en/list/1018
1021,ツォディロ,Tsodilo,文化遺産,Botswana,BW,Africa,-18.75,21.73333333,https://whc.unesco.org/document/124282,Tsodilo,https://whc.unesco.org/en/list/1021
1022,カスビのブガンダ王国歴代国王の墓,Tombs of Buganda Kings at Kasubi,文化遺産,Uganda,UG,Africa,0.348611111,32.55138889,https://whc.unesco.org/document/114318,Tombs of Buganda Kings at Kasubi (Uganda),https://whc.unesco.org/en/list/1022
1023,ランゲル島保護区の自然生態系,Natural System of Wrangel Island Reserve,自然遺産,Russian Federation,RU,Europe and North America,71.18888889,-179.7152778,https://whc.unesco.org/document/114331,Natural System of Wrangel Island Reserve,https://whc.unesco.org/en/list/1023
1024,ヴァル・ディ・ノートの後期バロック様式の町々(シチリア島南東部,Late Baroque Towns of the Val di Noto (South-Eastern Sicily),文化遺産,Italy,IT,Europe and North America,36.89319444,15.06891667,https://whc.unesco.org/document/114343,Late Baroque Towns of the Val di Noto (South-Eastern Sicily) (Italy),https://whc.unesco.org/en/list/1024
1025,ティヴォリのエステ家別荘,"Villa d'Este, Tivoli",文化遺産,Italy,IT,Europe and North America,41.96391667,12.79625,https://whc.unesco.org/document/130930,"Villa d'Este, Tivoli",https://whc.unesco.org/en/list/1025
1026,オルチア渓谷,Val d'Orcia,文化遺産,Italy,IT,Europe and North America,43.06666667,11.55,https://whc.unesco.org/document/114351,Val d'Orcia (Italy),https://whc.unesco.org/en/list/1026
1027,ファールンの大銅山地域,Mining Area of the Great Copper Mountain in Falun,文化遺産,Sweden,SE,Europe and North America,60.60472,15.63083,https://whc.unesco.org/document/114373,Mining Area of the Great Copper Mountain in Falun,https://whc.unesco.org/en/list/1027
1028,ソルテア,Saltaire,文化遺産,United Kingdom of Great Britain and Northern Ireland,GB,Europe and North America,53.83916667,-1.788333333,https://whc.unesco.org/document/114375,Saltaire,https://whc.unesco.org/en/list/1028
1029,ドーセット及び東デヴォン海岸,Dorset and East Devon Coast,自然遺産,United Kingdom of Great Britain and Northern Ireland,GB,Europe and North America,50.70555556,-2.989888889,https://whc.unesco.org/document/114377,Dorset and East Devon Coast (United Kingdom of Great Britain and Northern Ireland),https://whc.unesco.org/en/list/1029
1030,ダーウェント峡谷の工場群,Derwent Valley Mills,文化遺産,United Kingdom of Great Britain and Northern Ireland,GB,Europe and North America,53.02888889,-1.488055556,https://whc.unesco.org/document/114389,Derwent Valley Mills,https://whc.unesco.org/en/list/1030
1031,ギマランイス歴史地区,Historic Centre of Guimarães and Couros Zone,文化遺産,Portugal,PT,Europe and North America,41.443,-8.292777778,https://whc.unesco.org/document/200125,(Extension 45 COM) Castle of Guimarães,https://whc.unesco.org/en/list/1031
1033,ウィーン歴史地区,Historic Centre of Vienna,文化遺産,Austria,AT,Europe and North America,48.2094,16.3699,https://whc.unesco.org/document/120259,Historic Centre of Vienna (Austria),https://whc.unesco.org/en/list/1033
1035,セラード保護地域群:ヴェアデイロス平原国立公園とエマス国立公園,Cerrado Protected Areas: Chapada dos Veadeiros and Emas National Parks,自然遺産,Brazil,BR,Latin America and the Caribbean,-14.00569444,-47.68461111,https://whc.unesco.org/document/114404,Cerrado Protected Areas: Chapada dos Veadeiros and Emas National Parks (Brazil),https://whc.unesco.org/en/list/1035
1037,ユングフラウ-アレッチュ-ビーチホルン、スイス・アルプス,Swiss Alps Jungfrau-Aletsch,自然遺産,Switzerland,CH,Europe and North America,46.5,8.033333333,https://whc.unesco.org/document/114420,Swiss Alps Jungfrau-Aletsch (Switzerland),https://whc.unesco.org/en/list/1037
1039,雲崗石窟(ユンガンシークー),Yungang Grottoes,文化遺産,China,CN,Asia and the Pacific,40.10972,113.12222,https://whc.unesco.org/document/114440,Yungang Grottoes,https://whc.unesco.org/en/list/1039
1040,マサダ,Masada,文化遺産,Israel,IL,Europe and North America,31.31555556,35.35361111,https://whc.unesco.org/document/114458,Masada (Israel),https://whc.unesco.org/en/list/1040
1042,アッコ(アコー、アクル、アッカー)旧市街,Old City of Acre,文化遺産,Israel,IL,Europe and North America,32.92166667,35.06888889,https://whc.unesco.org/document/119391,Old City of Acre (Israel),https://whc.unesco.org/en/list/1042
1044,アランフェスの文化的景観,Aranjuez Cultural Landscape,文化遺産,Spain,ES,Europe and North America,40.03645,-3.60934,https://whc.unesco.org/document/114470,Aranjuez Cultural Landscape,https://whc.unesco.org/en/list/1044
1046,アルト・ドウロ・ワイン生産地域,Alto Douro Wine Region,文化遺産,Portugal,PT,Europe and North America,41.10166667,-7.798888889,https://whc.unesco.org/document/114476,Alto Douro Wine Region (Portugal),https://whc.unesco.org/en/list/1046
1052,ブルノのツゲンドハット邸,Tugendhat Villa in Brno,文化遺産,Czechia,CZ,Europe and North America,49.20718333,16.61605556,https://whc.unesco.org/document/114492,"Main living space, Tugendhat Villa in Brno",https://whc.unesco.org/en/list/1052
1053,南部小ポーランドの木造教会群,Wooden Churches of Southern Małopolska,文化遺産,Poland,PL,Europe and North America,49.75,21.23333333,https://whc.unesco.org/document/123695,Wooden Churches of Southern Malopolska,https://whc.unesco.org/en/list/1053
1054,ヤヴォルとシフィドニツァの平和教会群,Churches of Peace in Jawor and Świdnica,文化遺産,Poland,PL,Europe and North America,51.05427778,16.19594444,https://whc.unesco.org/document/128386,Churches of Peace in Jawor and Swidnica,https://whc.unesco.org/en/list/1054
1055,ラム旧市街,Lamu Old Town,文化遺産,Kenya,KE,Africa,-2.284444444,40.8525,https://whc.unesco.org/document/114530,Lamu Old Town (Kenya),https://whc.unesco.org/en/list/1055
1056,ブッダガヤの大菩提寺,Mahabodhi Temple Complex at Bodh Gaya,文化遺産,India,IN,Asia and the Pacific,24.69528,84.99389,https://whc.unesco.org/document/114538,Mahabodhi Temple Complex at Bodh Gaya,https://whc.unesco.org/en/list/1056
1058,マサガン(アル・ジャジーダ)のポルトガル都市,Portuguese City of Mazagan (El Jadida),文化遺産,Morocco,MA,Arab States,33.25667,-8.50194,https://whc.unesco.org/document/131716,Portuguese City of Mazagan (El Jadida) (Morocco),https://whc.unesco.org/en/list/1058
1060,大地溝帯のケニア湖システム,Kenya Lake System in the Great Rift Valley,自然遺産,Kenya,KE,Africa,-0.4425,36.24,https://whc.unesco.org/document/167561,Kenya Lake System in the Great Rift Valley,https://whc.unesco.org/en/list/1060
1061,カンペチェ州、カラクムールの古代マヤ都市,"Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche",複合遺産,Mexico,MX,Latin America and the Caribbean,18.05302778,-89.73728333,https://whc.unesco.org/document/114610,Calakmul,https://whc.unesco.org/en/list/1061
1063,トカイワイン産地の歴史的文化的景観,Tokaj Wine Region Historic Cultural Landscape,文化遺産,Hungary,HU,Europe and North America,48.15,21.35,https://whc.unesco.org/document/209265,Tokaj Wine Region Historic Cultural Landscape - Wineyard with chapel in Tarcal.,https://whc.unesco.org/en/list/1063
1066,ライン渓谷中流上部,Upper Middle Rhine Valley,文化遺産,Germany,DE,Europe and North America,50.17361111,7.694166667,https://whc.unesco.org/document/131634,Upper Middle Rhine Valley (Germany),https://whc.unesco.org/en/list/1066
1067,シュトラールズント及びヴィスマルの歴史地区,Historic Centres of Stralsund and Wismar,文化遺産,Germany,DE,Europe and North America,54.3025,13.08527778,https://whc.unesco.org/document/120329,Historic Centres of Stralsund and Wismar,https://whc.unesco.org/en/list/1067
1068,ピエモンテとロンバルディアのサクリ・モンティ(点在),<I>Sacri Monti</I> of Piedmont and Lombardy,文化遺産,Italy,IT,Europe and North America,45.97455556,9.169555556,https://whc.unesco.org/document/114653,Sacri Monti of Piedmont and Lombardy (Italy),https://whc.unesco.org/en/list/1068
1070,デルベントのシタデル、古代都市、要塞建築物群,"Citadel, Ancient City and Fortress Buildings of Derbent",文化遺産,Russian Federation,RU,Europe and North America,42.05583333,48.28277778,https://whc.unesco.org/document/114655,"Citadel, Ancient City and Fortress Buildings of Derbent",https://whc.unesco.org/en/list/1070
1073,ゲベル・バルカルとナパタ地域の遺跡群,Gebel Barkal and the Sites of the Napatan Region,文化遺産,Sudan,SD,Arab States,18.537,31.82802778,https://whc.unesco.org/document/114679,Pyramides. Gebel Barkal and the Sites of the Napatan Region (Sudan),https://whc.unesco.org/en/list/1073
1076,ゴブスタンのロック・アートと文化的景観,Gobustan Rock Art Cultural Landscape,文化遺産,Azerbaijan,AZ,Europe and North America,40.125,49.375,https://whc.unesco.org/document/124649,Gobustan Rock Art Cultural Landscape,https://whc.unesco.org/en/list/1076
1077,タハテ・スレマーン,Takht-e Soleyman,文化遺産,Iran (Islamic Republic of),IR,Asia and the Pacific,36.60388889,47.235,https://whc.unesco.org/document/114726,Takht-e Soleyman,https://whc.unesco.org/en/list/1077
1078,トジェビーチのユダヤ人街とプロコピウス聖堂,Jewish Quarter and St Procopius' Basilica in Třebíč,文化遺産,Czechia,CZ,Europe and North America,49.21722222,15.87888889,https://whc.unesco.org/document/114728,Jewish Quarter and St Procopius' Basilica in Trebíc,https://whc.unesco.org/en/list/1078
1079,ケレタロのシエラ・ゴルダのフランシスコ修道会伝道施設群(点在),Franciscan Missions in the Sierra Gorda of Querétaro,文化遺産,Mexico,MX,Latin America and the Caribbean,21.20438889,-99.46411111,https://whc.unesco.org/document/114730,Franciscan Missions in the Sierra Gorda of Querétaro,https://whc.unesco.org/en/list/1079
1081,オルホン渓谷文化的景観,Orkhon Valley Cultural Landscape,文化遺産,Mongolia,MN,Asia and the Pacific,47.479214,102.678482,https://whc.unesco.org/document/209478,Orkhon Valley Cultural Landscape - Memorials of four stone turtle Kharakhorum city,https://whc.unesco.org/en/list/1081
1083,雲南(ユナン)三江併流の保護地域群,Three Parallel Rivers of Yunnan Protected Areas,自然遺産,China,CN,Asia and the Pacific,27.895,98.40638889,https://whc.unesco.org/document/126193,Three Parallel Rivers of Yunnan Protected Areas,https://whc.unesco.org/en/list/1083
1084,キュー王立植物園,"Royal Botanic Gardens, Kew",文化遺産,United Kingdom of Great Britain and Northern Ireland,GB,Europe and North America,51.48194444,-0.294027778,https://whc.unesco.org/document/126826,"Royal Botanic Gardens, Kew (United Kingdom of Great Britain and Northern Ireland)",https://whc.unesco.org/en/list/1084
1087,ブレーメンのマルクト広場の市庁舎とローラント像,Town Hall and Roland on the Marketplace of Bremen,文化遺産,Germany,DE,Europe and North America,53.07597222,8.807472222,https://whc.unesco.org/document/121635,Town Hall and Roland on the Marketplace of Bremen (Germany),https://whc.unesco.org/en/list/1087
1090,サン・ジョルジオ山,Monte San Giorgio,自然遺産,"Italy,Switzerland","IT, CH",Europe and North America,45.88888889,8.913888889,https://whc.unesco.org/document/114792,Monte San Giorgio,https://whc.unesco.org/en/list/1090
1091,高句麗(コグリョ)古墳群,Complex of Koguryo Tombs,文化遺産,Democratic People's Republic of Korea,KP,Asia and the Pacific,38.86305556,125.415,https://whc.unesco.org/document/125761,Complex of Koguryo tombs,https://whc.unesco.org/en/list/1091
1093,ウム・エル-ラサス(キャストロ・メファ),Um er-Rasas (Kastrom Mefa'a),文化遺産,Jordan,JO,Arab States,31.50167,35.92056,https://whc.unesco.org/document/114805,Um er-Rasas (Kastrom Mefa'a) (Jordan),https://whc.unesco.org/en/list/1093
1094,パーヌルル国立公園,Purnululu National Park,自然遺産,Australia,AU,Asia and the Pacific,-17.5,128.5,https://whc.unesco.org/document/114876,Purnululu National Park (Australia),https://whc.unesco.org/en/list/1094
1096,テル・アビーブのホワイト・シティ-近代化運動,White City of Tel-Aviv – the Modern Movement,文化遺産,Israel,IL,Europe and North America,32.07777778,34.77416667,https://whc.unesco.org/document/114893,White City of Tel-Aviv -- the Modern Movement,https://whc.unesco.org/en/list/1096
1097,ノヴォデヴィチ女子修道院群,Ensemble of the Novodevichy Convent,文化遺産,Russian Federation,RU,Europe and North America,55.72611111,37.55508333,https://whc.unesco.org/document/124959,Ensemble of the Novodevichy Convent,https://whc.unesco.org/en/list/1097
1099,マプングブエの文化的景観,Mapungubwe Cultural Landscape,文化遺産,South Africa,ZA,Africa,-22.1925,29.23889,https://whc.unesco.org/document/114907,Mapungubwe Cultural Landscape (South Africa),https://whc.unesco.org/en/list/1099
1100,リオ・デ・ジャネイロ:山と海に囲まれたカリオカの景観,Rio de Janeiro: Carioca Landscapes between the Mountain and the Sea,文化遺産,Brazil,BR,Latin America and the Caribbean,-22.94777778,-43.29138889,https://whc.unesco.org/document/117438,CORCOVADO CHRIST REDEEMER (CRISTO REDENTOR) FRONT AND TIJUCA NATIONAL PARK WEST VIEW,https://whc.unesco.org/en/list/1100
1101,チャンパネール-パーヴァガドゥ遺跡公園,Champaner-Pavagadh Archaeological Park,文化遺産,India,IN,Asia and the Pacific,22.48333333,73.53333333,https://whc.unesco.org/document/114936,Champaner-Pavagadh Archaeological Park (India),https://whc.unesco.org/en/list/1101
1102,サルヤルカーカザフスタン北部のステップと湖沼群,Saryarka – Steppe and Lakes of Northern Kazakhstan,自然遺産,Kazakhstan,KZ,Asia and the Pacific,50.43333333,69.18888889,https://whc.unesco.org/document/147329,Saryarka – Steppe and Lakes of Northern Kazakhstan,https://whc.unesco.org/en/list/1102
1103,ホンジャ・アフメッド・ヤサウイ廟,Mausoleum of Khoja Ahmed Yasawi,文化遺産,Kazakhstan,KZ,Asia and the Pacific,43.29769444,68.27105556,https://whc.unesco.org/document/124296,Mausoleum of Khoja Ahmed Yasawi,https://whc.unesco.org/en/list/1103
1106,パサルガダエ,Pasargadae,文化遺産,Iran (Islamic Republic of),IR,Asia and the Pacific,30.19383,53.16729,https://whc.unesco.org/document/123739,Pasargadae (Iran (Islamic Republic of)),https://whc.unesco.org/en/list/1106
1107,香料の道-ネゲヴ砂漠都市,Incense Route - Desert Cities in the Negev,文化遺産,Israel,IL,Europe and North America,30.57388889,35.00916667,https://whc.unesco.org/document/125547,Incense Route - Desert Cities in the Negev,https://whc.unesco.org/en/list/1107
1108,聖書時代の遺丘群-メギッド、ハツォール、ベエル・シェバ,"Biblical Tels - Megiddo, Hazor, Beer Sheba",文化遺産,Israel,IL,Europe and North America,32.59722,35.18222,https://whc.unesco.org/document/114998,"Biblical Tels - Megiddo, Hazor, Beer Sheba (Israel)",https://whc.unesco.org/en/list/1108
1110,澳門(マカオ)の歴史地区,Historic Centre of Macao,文化遺産,China,CN,Asia and the Pacific,22.19129194,113.5364611,https://whc.unesco.org/document/115000,Historic Centre of Macao (China),https://whc.unesco.org/en/list/1110
1111,紅河ハニ族棚田群の文化的景観,Cultural Landscape of Honghe Hani Rice Terraces,文化遺産,China,CN,Asia and the Pacific,23.09327778,102.7799806,https://whc.unesco.org/document/123497,Cultural Landscape of Honghe Hani Rice Terraces,https://whc.unesco.org/en/list/1111
1112,開平の望楼群と村落,Kaiping Diaolou and Villages,文化遺産,China,CN,Asia and the Pacific,22.28551944,112.5658611,https://whc.unesco.org/document/209115,Kaiping Diaolou and Villages,https://whc.unesco.org/en/list/1112
1113,福建の土楼,Fujian <em>Tulou</em>,文化遺産,China,CN,Asia and the Pacific,25.02305556,117.6858333,https://whc.unesco.org/document/209117,Fujian Tulou - Tianluokeng Tulou Cluster,https://whc.unesco.org/en/list/1113
1114,殷墟,Yin Xu,文化遺産,China,CN,Asia and the Pacific,36.12666667,114.3138889,https://whc.unesco.org/document/115044,Yin Xu (China),https://whc.unesco.org/en/list/1114
1115,ニューカレドニアのラグーン:リーフの多様性とその生態系,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,自然遺産,France,FR,Europe and North America,-20.41194444,164.5663889,https://whc.unesco.org/document/115085,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems (France),https://whc.unesco.org/en/list/1115
1116,ケブラーダ・デ・ウマワーカ,Quebrada de Humahuaca,文化遺産,Argentina,AR,Latin America and the Caribbean,-23.19986111,-65.34886111,https://whc.unesco.org/document/121614,Quebrada de Humahuaca (Argentina),https://whc.unesco.org/en/list/1116
1117,ピーコ島のブドウ園文化の景観,Landscape of the Pico Island Vineyard Culture,文化遺産,Portugal,PT,Europe and North America,38.51344444,-28.54116667,https://whc.unesco.org/document/115145,Landscape of the Pico Island Vineyard Culture,https://whc.unesco.org/en/list/1117
1118,オスン-オソボ聖林,Osun-Osogbo Sacred Grove,文化遺産,Nigeria,NG,Africa,7.75556,4.55222,https://whc.unesco.org/document/120952,Osun-Osogbo Sacred Grove,https://whc.unesco.org/en/list/1118
1121,コロンビアのコーヒー栽培の文化的景観(点在),Coffee Cultural Landscape of Colombia,文化遺産,Colombia,CO,Latin America and the Caribbean,4.889476,-75.773082,https://whc.unesco.org/document/120682,Coffee Cultural Landscape of Colombia,https://whc.unesco.org/en/list/1121
1127,ムスカウアー公園/ムジャコフスキ公園,Muskauer Park / Park Mużakowski,文化遺産,"Poland,Germany","PL, DE",Europe and North America,51.547653,14.729389,https://whc.unesco.org/document/128007,"Muskauer Park / Park Mużakowski (Germany, Poland)",https://whc.unesco.org/en/list/1127
1130,アッシュール(カラット・シェルカット),Ashur (Qal'at Sherqat),文化遺産,Iraq,IQ,Arab States,35.45666667,43.26111111,https://whc.unesco.org/document/115195,Ashur (Qal'at Sherqat) (Iraq),https://whc.unesco.org/en/list/1130
1131,王立展示館とカールトン庭園,Royal Exhibition Building and Carlton Gardens,文化遺産,Australia,AU,Asia and the Pacific,-37.80611111,144.9702778,https://whc.unesco.org/document/121358,Royal Exhibition Building and Carlton Gardens (Australia),https://whc.unesco.org/en/list/1131
1133,カルパチア山地とドイツのブナ原生林,Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe,自然遺産,"North Macedonia,Spain,Italy,France,Poland,Albania,Austria,Belgium,Croatia,Romania,Ukraine,Bulgaria,Slovenia,Slovakia,Switzerland,Bosnia and Herzegovina,Germany,Czechia","MK, ES, IT, FR, PL, AL, AT, BE, HR, RO, UA, BG, SI, SK, CH, BA, DE, CZ",Europe and North America,48.9,22.18333333,https://whc.unesco.org/document/181193,Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe (extension 2021). Massane split beech.,https://whc.unesco.org/en/list/1133
1134,ヴァールベリ・ラジオ放送局,"Grimeton Radio Station, Varberg",文化遺産,Sweden,SE,Europe and North America,57.1,12.38333333,https://whc.unesco.org/document/115230,Varberg Radio Station,https://whc.unesco.org/en/list/1134
1135,古代高句麗(コグリ)王国の首都と古墳群,Capital Cities and Tombs of the Ancient Koguryo Kingdom,文化遺産,China,CN,Asia and the Pacific,41.15694444,126.1872222,https://whc.unesco.org/document/209104,Capital Cities and Tombs of the Ancient Koguryo Kingdom- Tomb of General.,https://whc.unesco.org/en/list/1135
1136,ルイス・バラガン邸と仕事場,Luis Barragán House and Studio,文化遺産,Mexico,MX,Latin America and the Caribbean,19.41119788,-99.19235334,https://whc.unesco.org/document/115237,Luis Barragán House and Studio (Mexico),https://whc.unesco.org/en/list/1136
1137,ケルナヴェ古代遺跡(ケルナヴェ文化保護区),Kernavė Archaeological Site (Cultural Reserve of Kernavė),文化遺産,Lithuania,LT,Europe and North America,54.879,24.853,https://whc.unesco.org/document/115249,Kernavė Archaeological Site (Cultural Reserve of Kernavė) (Lithuania),https://whc.unesco.org/en/list/1137
1138,コイバ国立公園とその海洋保護特別地帯,Coiba National Park and its Special Zone of Marine Protection,自然遺産,Panama,PA,Latin America and the Caribbean,7.433,-81.766,https://whc.unesco.org/document/115256,Coiba National Park and its Special Zone of Marine Protection,https://whc.unesco.org/en/list/1138
1139,アスキア墳墓,Tomb of Askia,文化遺産,Mali,ML,Africa,16.2898,-0.04456,https://whc.unesco.org/document/123772,Tomb of Askia (Mali),https://whc.unesco.org/en/list/1139
1140,クタマク、バタマリバ人の土地,"Koutammakou, the Land of the Batammariba",文化遺産,"Togo,Benin","TG, BJ",Africa,10.14808333,1.100222222,https://whc.unesco.org/document/191158,(Extension 45 COM) Takienta on top of a hill at Nata (Benin),https://whc.unesco.org/en/list/1140
1141,古代都市サラズム,Proto-urban Site of Sarazm,文化遺産,Tajikistan,TJ,Asia and the Pacific,39.50788889,67.45872222,https://whc.unesco.org/document/127849,Proto-urban Site of Sarazm,https://whc.unesco.org/en/list/1141
